image_path,logit_difference
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01742172/n01742172_12714.JPEG,0.18930959701538086
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01729322/n01729322_3546.JPEG,0.17851972579956055
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01443537/n01443537_3032.JPEG,4.5049848556518555
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01796340/n01796340_10181.JPEG,0.6407387256622314
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01669191/n01669191_8725.JPEG,0.03228354454040527
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01614925/n01614925_1610.JPEG,0.9630672931671143
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01806143/n01806143_4175.JPEG,7.713146209716797
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01537544/n01537544_16163.JPEG,0.2663682699203491
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01753488/n01753488_6904.JPEG,0.9723808765411377
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01669191/n01669191_3073.JPEG,0.3136730194091797
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01768244/n01768244_796.JPEG,0.7671844959259033
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01630670/n01630670_9228.JPEG,0.24638986587524414
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01669191/n01669191_433.JPEG,0.2029120922088623
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01692333/n01692333_11738.JPEG,0.5012348890304565
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01667114/n01667114_1654.JPEG,0.583716630935669
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01616318/n01616318_5664.JPEG,0.2543283700942993
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01560419/n01560419_247.JPEG,0.7432292103767395
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01677366/n01677366_10962.JPEG,0.4249870777130127
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01773797/n01773797_8316.JPEG,0.004954934120178223
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01632777/n01632777_15168.JPEG,0.33836829662323
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01558993/n01558993_5573.JPEG,0.5423564910888672
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01737021/n01737021_17626.JPEG,0.49382543563842773
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01558993/n01558993_12930.JPEG,1.731687307357788
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01644373/n01644373_12248.JPEG,0.06003904342651367
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01644900/n01644900_15584.JPEG,1.0284092426300049
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01796340/n01796340_1580.JPEG,0.523869514465332
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_3444.JPEG,0.4160332679748535
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01537544/n01537544_2873.JPEG,3.5742149353027344
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01664065/n01664065_9536.JPEG,0.1566219925880432
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01496331/n01496331_10438.JPEG,0.301954984664917
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770393/n01770393_27264.JPEG,1.4666023254394531
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774384/n01774384_9545.JPEG,0.008526444435119629
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01592084/n01592084_6015.JPEG,0.7873787879943848
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01773157/n01773157_172.JPEG,0.2321152687072754
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01773549/n01773549_763.JPEG,0.04498326778411865
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01667778/n01667778_9964.JPEG,0.17260503768920898
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01740131/n01740131_3318.JPEG,0.42606496810913086
