walk_id,hierarchy_path,chosen_wnid,chosen_image
1,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-arachnid-acarine-tick,n01776313,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01776313/n01776313_16168.JPEG
2,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-arachnid-scorpion,n01770393,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770393/n01770393_9536.JPEG
3,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-trilobite,n01768244,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01768244/n01768244_4212.JPEG
4,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-amphibian-salamander-European_fire_salamander,n01629819,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01629819/n01629819_9124.JPEG
5,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-arachnid-acarine-tick,n01776313,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01776313/n01776313_3878.JPEG
6,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-reptile-anapsid-chelonian-turtle-sea_turtle-loggerhead,n01664065,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01664065/n01664065_24824.JPEG
7,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-amphibian-frog-tailed_frog,n01644900,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01644900/n01644900_22735.JPEG
8,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-amphibian-salamander-ambystomid-axolotl,n01632777,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01632777/n01632777_3122.JPEG
9,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-trilobite,n01768244,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01768244/n01768244_5921.JPEG
10,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-trilobite,n01768244,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01768244/n01768244_488.JPEG
11,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-centipede,n01784675,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01784675/n01784675_7144.JPEG
12,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-amphibian-frog-tree_frog,n01644373,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01644373/n01644373_8785.JPEG
13,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-amphibian-salamander-European_fire_salamander,n01629819,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01629819/n01629819_10567.JPEG
14,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-centipede,n01784675,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01784675/n01784675_18717.JPEG
15,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-centipede,n01784675,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01784675/n01784675_11235.JPEG
16,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-centipede,n01784675,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01784675/n01784675_1781.JPEG
17,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-centipede,n01784675,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01784675/n01784675_8784.JPEG
18,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-reptile-diapsid-archosaur-dinosaur-ornithischian-ceratopsian-triceratops,n01704323,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01704323/n01704323_6822.JPEG
19,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-aquatic_vertebrate-fish-cartilaginous_fish-elasmobranch-shark-hammerhead,n01494475,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01494475/n01494475_6236.JPEG
20,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-centipede,n01784675,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01784675/n01784675_4054.JPEG
21,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-arachnid-scorpion,n01770393,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770393/n01770393_9873.JPEG
22,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-centipede,n01784675,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01784675/n01784675_2822.JPEG
23,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-gallinaceous_bird-game_bird-grouse-prairie_chicken,n01798484,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01798484/n01798484_11730.JPEG
24,entity-physical_entity-object-whole-living_thing-organism-animal-invertebrate-arthropod-arachnid-harvestman,n01770081,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_1710.JPEG
