walk_id,hierarchy_path,chosen_wnid,chosen_image
1,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-bird_of_prey-vulture,n01616318,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01616318/n01616318_10857.JPEG
2,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-parrot-macaw,n01818515,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_13400.JPEG
3,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-parrot-macaw,n01818515,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_11028.JPEG
4,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-aquatic_vertebrate-fish-bony_fish-teleost_fish-soft-finned_fish-cypriniform_fish-cyprinid-tench,n01440764,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01440764/n01440764_2978.JPEG
5,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-aquatic_vertebrate-fish-bony_fish-teleost_fish-soft-finned_fish-cypriniform_fish-cyprinid-goldfish,n01443537,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01443537/n01443537_6655.JPEG
6,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-gallinaceous_bird-game_bird-phasianid-quail,n01806567,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01806567/n01806567_20164.JPEG
7,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-parrot-macaw,n01818515,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_12261.JPEG
8,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-bird_of_prey-vulture,n01616318,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01616318/n01616318_5917.JPEG
9,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-gallinaceous_bird-game_bird-grouse-ruffed_grouse,n01797886,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01797886/n01797886_643.JPEG
10,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-parrot-macaw,n01818515,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_16181.JPEG
11,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-parrot-macaw,n01818515,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_2266.JPEG
12,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-gallinaceous_bird-game_bird-phasianid-pheasant-peafowl-peacock,n01806143,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01806143/n01806143_368.JPEG
13,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-parrot-macaw,n01818515,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_1129.JPEG
14,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-bird_of_prey-eagle-bald_eagle,n01614925,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01614925/n01614925_9987.JPEG
15,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-cock,n01514668,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01514668/n01514668_21162.JPEG
16,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-bird_of_prey-owl-great_grey_owl,n01622779,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_4287.JPEG
17,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-parrot-macaw,n01818515,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_1739.JPEG
18,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-bird_of_prey-owl-great_grey_owl,n01622779,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_4523.JPEG
19,entity-physical_entity-object-whole-living_thing-organism-animal-chordate-vertebrate-bird-gallinaceous_bird-game_bird-phasianid-partridge,n01807496,/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01807496/n01807496_398.JPEG
