hierarchy_level,parent_node,child_node,probability
0,(none),entity,1.0
1,entity,physical_entity,1.0
2,physical_entity,object,1.0
3,object,whole,1.0
4,whole,living_thing,1.0
5,living_thing,organism,1.0
6,organism,animal,1.0
7,animal,chordate,1.0
7,animal,invertebrate,1.3877787807814457e-17
8,chordate,vertebrate,1.0
8,invertebrate,arthropod,1.0
9,arthropod,arachnid,0.016666666666666666
9,arthropod,centipede,0.016666666666666666
9,arthropod,trilobite,0.9666666666666667
9,vertebrate,amphibian,0.11666666666666686
9,vertebrate,aquatic_vertebrate,0.3166666666666665
9,vertebrate,bird,0.5499999999999999
9,vertebrate,reptile,0.01666666666666673
10,amphibian,frog,0.6000000000000001
10,amphibian,salamander,0.4
10,aquatic_vertebrate,fish,1.0
10,arachnid,acarine,0.3333333333333335
10,arachnid,harvestman,0.26666666666666666
10,arachnid,scorpion,0.19999999999999984
10,arachnid,spider,0.2
10,bird,bird_of_prey,0.18095238095238098
10,bird,cock,0.13095238095238104
10,bird,gallinaceous_bird,0.09761904761904741
10,bird,hen,0.19761904761904758
10,bird,parrot,0.14761904761904768
10,bird,passerine,0.1309523809523809
10,bird,ratite,0.11428571428571424
10,reptile,anapsid,0.1499999999999999
10,reptile,diapsid,0.8500000000000001
11,acarine,tick,1.0
11,anapsid,chelonian,1.0
11,bird_of_prey,eagle,0.2750000000000001
11,bird_of_prey,hawk,0.2083333333333333
11,bird_of_prey,owl,0.2749999999999999
11,bird_of_prey,vulture,0.24166666666666667
11,diapsid,archosaur,0.24166666666666672
11,diapsid,crocodilian_reptile,0.2749999999999999
11,diapsid,saurian,0.20833333333333331
11,diapsid,snake,0.2750000000000001
11,fish,bony_fish,0.7000000000000001
11,fish,cartilaginous_fish,0.3
11,frog,tailed_frog,0.36666666666666664
11,frog,tree_frog,0.21666666666666667
11,frog,true_frog,0.4166666666666666
11,gallinaceous_bird,game_bird,1.0
11,parrot,African_grey,0.35
11,parrot,macaw,0.65
11,passerine,oscine,1.0
11,ratite,ostrich,1.0
11,salamander,European_fire_salamander,0.25
11,salamander,ambystomid,0.3
11,salamander,newt,0.45
11,spider,barn_spider,0.15333333333333335
11,spider,black_and_gold_garden_spider,0.15333333333333332
11,spider,black_widow,0.13333333333333333
11,spider,garden_spider,0.17333333333333334
11,spider,tarantula,0.19333333333333333
11,spider,wolf_spider,0.19333333333333333
12,ambystomid,axolotl,0.5
12,ambystomid,spotted_salamander,0.5
12,archosaur,dinosaur,1.0
12,bony_fish,teleost_fish,1.0
12,cartilaginous_fish,elasmobranch,1.0
12,chelonian,turtle,1.0
12,crocodilian_reptile,alligator,0.4
12,crocodilian_reptile,crocodile,0.6000000000000001
12,eagle,bald_eagle,1.0
12,game_bird,grouse,0.6000000000000001
12,game_bird,phasianid,0.4
12,hawk,kite,1.0
12,newt,common_newt,0.55
12,newt,eft,0.45
12,oscine,corvine_bird,0.21500000000000005
12,oscine,finch,0.24000000000000005
12,oscine,thrush,0.19000000000000003
12,oscine,titmouse,0.165
12,oscine,water_ouzel,0.19000000000000006
12,owl,great_grey_owl,1.0
12,saurian,lizard,1.0
12,snake,colubrid_snake,0.26500000000000007
12,snake,constrictor,0.14000000000000004
12,snake,elapid,0.19000000000000003
12,snake,sea_snake,0.19000000000000003
12,snake,viper,0.21500000000000002
12,true_frog,bullfrog,1.0
13,alligator,American_alligator,1.0
13,colubrid_snake,garter_snake,0.10694444444444444
13,colubrid_snake,green_snake,0.11944444444444445
13,colubrid_snake,hognose_snake,0.10694444444444444
13,colubrid_snake,king_snake,0.10694444444444444
13,colubrid_snake,night_snake,0.10694444444444444
13,colubrid_snake,ringneck_snake,0.10694444444444444
13,colubrid_snake,thunder_snake,0.10694444444444444
13,colubrid_snake,vine_snake,0.11944444444444445
13,colubrid_snake,water_snake,0.11944444444444444
13,constrictor,boa,1.0
13,corvine_bird,jay,0.45
13,corvine_bird,magpie,0.55
13,crocodile,African_crocodile,1.0
13,dinosaur,ornithischian,1.0
13,elapid,cobra,0.5
13,elapid,mamba,0.5
13,elasmobranch,ray,0.9000000000000001
13,elasmobranch,shark,0.09999999999999996
13,finch,brambling,0.21499999999999997
13,finch,bunting,0.18999999999999997
13,finch,goldfinch,0.18999999999999997
13,finch,house_finch,0.21499999999999997
13,finch,junco,0.18999999999999997
13,grouse,black_grouse,0.2083333333333333
13,grouse,prairie_chicken,0.275
13,grouse,ptarmigan,0.2416666666666666
13,grouse,ruffed_grouse,0.275
13,lizard,agamid,0.12361111111111113
13,lizard,anguid_lizard,0.11111111111111113
13,lizard,chameleon,0.09861111111111114
13,lizard,gecko,0.08611111111111112
13,lizard,iguanid,0.12361111111111113
13,lizard,lacertid_lizard,0.13611111111111102
13,lizard,monitor,0.11111111111111113
13,lizard,teiid_lizard,0.09861111111111114
13,lizard,venomous_lizard,0.11111111111111113
13,phasianid,partridge,0.25
13,phasianid,pheasant,0.3999999999999999
13,phasianid,quail,0.35
13,teleost_fish,soft-finned_fish,1.0
13,thrush,nightingale,0.4
13,thrush,robin,0.6000000000000001
13,titmouse,chickadee,1.0
13,turtle,box_turtle,0.3000000000000001
13,turtle,mud_turtle,0.20000000000000004
13,turtle,sea_turtle,0.19999999999999996
13,turtle,terrapin,0.29999999999999993
13,viper,horned_viper,0.65
13,viper,pit_viper,0.35
14,agamid,agama,0.45
14,agamid,frilled_lizard,0.55
14,anguid_lizard,alligator_lizard,1.0
14,boa,boa_constrictor,0.5
14,boa,python,0.5
14,bunting,indigo_bunting,1.0
